"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
2020,1,"A","골목상권",1000758,"상도로37길","CS100008","분식전문점",2,3,33,1,0,0,1
2020,2,"A","골목상권",1000758,"상도로37길","CS100008","분식전문점",2,3,0,0,0,0,1
2020,3,"A","골목상권",1000758,"상도로37길","CS100008","분식전문점",2,4,25,1,0,0,2
2019,1,"A","골목상권",1000758,"상도로37길","CS100009","호프-간이주점",5,5,0,0,0,0,0
2019,2,"A","골목상권",1000758,"상도로37길","CS100009","호프-간이주점",5,5,0,0,0,0,0
2019,3,"A","골목상권",1000758,"상도로37길","CS100009","호프-간이주점",5,5,0,0,0,0,0
2019,4,"A","골목상권",1000758,"상도로37길","CS100009","호프-간이주점",4,4,0,0,0,0,0
2020,1,"A","골목상권",1000758,"상도로37길","CS100009","호프-간이주점",5,5,0,0,0,0,0
2020,2,"A","골목상권",1000758,"상도로37길","CS100009","호프-간이주점",5,5,0,0,0,0,0
2020,3,"A","골목상권",1000758,"상도로37길","CS100009","호프-간이주점",5,5,0,0,0,0,0
2019,1,"A","골목상권",1000758,"상도로37길","CS100010","커피-음료",3,4,25,1,0,0,1
2019,2,"A","골목상권",1000758,"상도로37길","CS100010","커피-음료",3,4,0,0,0,0,1
2019,3,"A","골목상권",1000758,"상도로37길","CS100010","커피-음료",3,4,0,0,0,0,1
2019,4,"A","골목상권",1000758,"상도로37길","CS100010","커피-음료",3,4,0,0,0,0,1
2020,1,"A","골목상권",1000758,"상도로37길","CS100010","커피-음료",3,4,0,0,0,0,1
2020,2,"A","골목상권",1000758,"상도로37길","CS100010","커피-음료",3,4,0,0,0,0,1
2020,3,"A","골목상권",1000758,"상도로37길","CS100010","커피-음료",3,4,0,0,0,0,1
2019,1,"A","골목상권",1000759,"상도로47길","CS100001","한식음식점",6,6,0,0,0,0,0
2019,2,"A","골목상권",1000759,"상도로47길","CS100001","한식음식점",6,6,0,0,0,0,0
2019,3,"A","골목상권",1000759,"상도로47길","CS100001","한식음식점",6,6,0,0,0,0,0
2019,4,"A","골목상권",1000759,"상도로47길","CS100001","한식음식점",6,7,14,1,0,0,1
2020,1,"A","골목상권",1000759,"상도로47길","CS100001","한식음식점",6,7,0,0,0,0,1
2020,2,"A","골목상권",1000759,"상도로47길","CS100001","한식음식점",6,7,0,0,0,0,1
2020,3,"A","골목상권",1000759,"상도로47길","CS100001","한식음식점",6,7,0,0,0,0,1
2019,1,"A","골목상권",1000759,"상도로47길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,2,"A","골목상권",1000759,"상도로47길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,3,"A","골목상권",1000759,"상도로47길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,4,"A","골목상권",1000759,"상도로47길","CS100002","중식음식점",1,1,0,0,0,0,0
2020,1,"A","골목상권",1000759,"상도로47길","CS100002","중식음식점",1,1,0,0,0,0,0
2020,2,"A","골목상권",1000759,"상도로47길","CS100002","중식음식점",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000759,"상도로47길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,1,"A","골목상권",1000759,"상도로47길","CS100003","일식음식점",2,2,0,0,0,0,0
2019,2,"A","골목상권",1000759,"상도로47길","CS100003","일식음식점",2,2,0,0,0,0,0
2019,3,"A","골목상권",1000759,"상도로47길","CS100003","일식음식점",2,2,0,0,0,0,0
2019,4,"A","골목상권",1000759,"상도로47길","CS100003","일식음식점",2,2,0,0,0,0,0
2020,1,"A","골목상권",1000759,"상도로47길","CS100003","일식음식점",2,2,0,0,0,0,0
2020,2,"A","골목상권",1000759,"상도로47길","CS100003","일식음식점",2,2,0,0,0,0,0
2020,3,"A","골목상권",1000759,"상도로47길","CS100003","일식음식점",2,2,0,0,0,0,0
2019,1,"A","골목상권",1000759,"상도로47길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000759,"상도로47길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,3,"A","골목상권",1000759,"상도로47길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,4,"A","골목상권",1000759,"상도로47길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,1,"A","골목상권",1000759,"상도로47길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000759,"상도로47길","CS100004","양식음식점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000759,"상도로47길","CS100004","양식음식점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000759,"상도로47길","CS100005","제과점",2,2,0,0,0,0,0
2019,2,"A","골목상권",1000759,"상도로47길","CS100005","제과점",2,2,0,0,0,0,0
2019,3,"A","골목상권",1000759,"상도로47길","CS100005","제과점",2,2,0,0,0,0,0
2019,4,"A","골목상권",1000759,"상도로47길","CS100005","제과점",2,2,0,0,0,0,0
2020,1,"A","골목상권",1000759,"상도로47길","CS100005","제과점",2,2,0,0,0,0,0
2020,2,"A","골목상권",1000759,"상도로47길","CS100005","제과점",2,2,0,0,0,0,0
2020,3,"A","골목상권",1000759,"상도로47길","CS100005","제과점",2,2,0,0,0,0,0
2019,1,"A","골목상권",1000759,"상도로47길","CS100006","패스트푸드점",0,0,0,0,0,0,0
2019,2,"A","골목상권",1000759,"상도로47길","CS100006","패스트푸드점",0,1,100,1,0,0,1
2019,3,"A","골목상권",1000759,"상도로47길","CS100006","패스트푸드점",0,1,0,0,0,0,1
2019,4,"A","골목상권",1000759,"상도로47길","CS100006","패스트푸드점",0,1,0,0,0,0,1
2020,1,"A","골목상권",1000759,"상도로47길","CS100006","패스트푸드점",1,2,0,0,0,0,1
2020,2,"A","골목상권",1000759,"상도로47길","CS100006","패스트푸드점",1,2,0,0,0,0,1
2020,3,"A","골목상권",1000759,"상도로47길","CS100006","패스트푸드점",1,2,0,0,0,0,1
2019,1,"A","골목상권",1000759,"상도로47길","CS100007","치킨전문점",1,2,0,0,0,0,1
2019,2,"A","골목상권",1000759,"상도로47길","CS100007","치킨전문점",1,2,0,0,0,0,1
2019,3,"A","골목상권",1000759,"상도로47길","CS100007","치킨전문점",1,2,0,0,0,0,1
2019,4,"A","골목상권",1000759,"상도로47길","CS100007","치킨전문점",1,2,0,0,0,0,1
2020,1,"A","골목상권",1000759,"상도로47길","CS100007","치킨전문점",1,2,0,0,0,0,1
2020,2,"A","골목상권",1000759,"상도로47길","CS100007","치킨전문점",1,2,0,0,0,0,1
2020,3,"A","골목상권",1000759,"상도로47길","CS100007","치킨전문점",2,3,33,1,0,0,1
2019,1,"A","골목상권",1000759,"상도로47길","CS100008","분식전문점",3,4,0,0,0,0,1
2019,2,"A","골목상권",1000759,"상도로47길","CS100008","분식전문점",3,4,25,1,25,1,1
2019,3,"A","골목상권",1000759,"상도로47길","CS100008","분식전문점",1,2,0,0,100,2,1
2019,4,"A","골목상권",1000759,"상도로47길","CS100008","분식전문점",1,3,33,1,0,0,2
2020,1,"A","골목상권",1000759,"상도로47길","CS100008","분식전문점",1,3,0,0,0,0,2
2020,2,"A","골목상권",1000759,"상도로47길","CS100008","분식전문점",1,3,0,0,0,0,2
2020,3,"A","골목상권",1000759,"상도로47길","CS100008","분식전문점",1,3,0,0,0,0,2
2019,1,"A","골목상권",1000759,"상도로47길","CS100009","호프-간이주점",1,1,0,0,0,0,0
2019,2,"A","골목상권",1000759,"상도로47길","CS100009","호프-간이주점",1,1,0,0,0,0,0
2019,3,"A","골목상권",1000759,"상도로47길","CS100009","호프-간이주점",1,1,0,0,0,0,0
2019,4,"A","골목상권",1000759,"상도로47길","CS100009","호프-간이주점",0,0,0,0,0,1,0
2020,1,"A","골목상권",1000759,"상도로47길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2020,2,"A","골목상권",1000759,"상도로47길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2020,3,"A","골목상권",1000759,"상도로47길","CS100009","호프-간이주점",0,0,0,0,0,0,0
2019,1,"A","골목상권",1000759,"상도로47길","CS100010","커피-음료",8,10,0,0,0,0,2
2019,2,"A","골목상권",1000759,"상도로47길","CS100010","커피-음료",9,11,18,2,9,1,2
2019,3,"A","골목상권",1000759,"상도로47길","CS100010","커피-음료",8,10,0,0,10,1,2
2019,4,"A","골목상권",1000759,"상도로47길","CS100010","커피-음료",8,10,0,0,0,0,2
2020,1,"A","골목상권",1000759,"상도로47길","CS100010","커피-음료",9,11,9,1,0,0,2
2020,2,"A","골목상권",1000759,"상도로47길","CS100010","커피-음료",9,11,0,0,0,0,2
2020,3,"A","골목상권",1000759,"상도로47길","CS100010","커피-음료",10,12,8,1,0,0,2
2019,1,"A","골목상권",1000760,"상도로61길","CS100001","한식음식점",23,29,7,2,3,1,6
2019,2,"A","골목상권",1000760,"상도로61길","CS100001","한식음식점",21,27,4,1,11,3,6
2019,3,"A","골목상권",1000760,"상도로61길","CS100001","한식음식점",21,27,7,2,7,2,6
2019,4,"A","골목상권",1000760,"상도로61길","CS100001","한식음식점",24,28,4,1,4,1,4
2020,1,"A","골목상권",1000760,"상도로61길","CS100001","한식음식점",23,27,0,0,4,1,4
2020,2,"A","골목상권",1000760,"상도로61길","CS100001","한식음식점",23,27,0,0,0,0,4
2020,3,"A","골목상권",1000760,"상도로61길","CS100001","한식음식점",22,26,0,0,4,1,4
2019,1,"A","골목상권",1000760,"상도로61길","CS100002","중식음식점",4,5,0,0,0,0,1
2019,2,"A","골목상권",1000760,"상도로61길","CS100002","중식음식점",4,5,0,0,0,0,1
2019,3,"A","골목상권",1000760,"상도로61길","CS100002","중식음식점",6,7,43,3,14,1,1
2019,4,"A","골목상권",1000760,"상도로61길","CS100002","중식음식점",6,7,0,0,0,0,1
2020,1,"A","골목상권",1000760,"상도로61길","CS100002","중식음식점",6,7,0,0,0,0,1
2020,2,"A","골목상권",1000760,"상도로61길","CS100002","중식음식점",5,6,0,0,17,1,1
2020,3,"A","골목상권",1000760,"상도로61길","CS100002","중식음식점",5,6,0,0,0,0,1
2019,1,"A","골목상권",1000760,"상도로61길","CS100003","일식음식점",5,6,0,0,0,0,1
2019,2,"A","골목상권",1000760,"상도로61길","CS100003","일식음식점",5,6,0,0,0,0,1
2019,3,"A","골목상권",1000760,"상도로61길","CS100003","일식음식점",5,6,17,1,17,1,1
2019,4,"A","골목상권",1000760,"상도로61길","CS100003","일식음식점",4,6,0,0,0,0,2
2020,1,"A","골목상권",1000760,"상도로61길","CS100003","일식음식점",4,6,0,0,0,0,2
2020,2,"A","골목상권",1000760,"상도로61길","CS100003","일식음식점",4,6,0,0,0,0,2
2020,3,"A","골목상권",1000760,"상도로61길","CS100003","일식음식점",4,6,0,0,0,0,2
2019,1,"A","골목상권",1000760,"상도로61길","CS100004","양식음식점",8,11,0,0,0,0,3
2019,2,"A","골목상권",1000760,"상도로61길","CS100004","양식음식점",7,10,0,0,10,1,3
2019,3,"A","골목상권",1000760,"상도로61길","CS100004","양식음식점",7,9,0,0,11,1,2
2019,4,"A","골목상권",1000760,"상도로61길","CS100004","양식음식점",7,9,0,0,0,0,2
2020,1,"A","골목상권",1000760,"상도로61길","CS100004","양식음식점",7,9,0,0,0,0,2
2020,2,"A","골목상권",1000760,"상도로61길","CS100004","양식음식점",7,9,0,0,0,0,2
2020,3,"A","골목상권",1000760,"상도로61길","CS100004","양식음식점",7,9,0,0,0,0,2
2019,1,"A","골목상권",1000760,"상도로61길","CS100005","제과점",1,3,0,0,0,0,2
2019,2,"A","골목상권",1000760,"상도로61길","CS100005","제과점",1,3,0,0,0,0,2
2019,3,"A","골목상권",1000760,"상도로61길","CS100005","제과점",1,3,0,0,0,0,2
2019,4,"A","골목상권",1000760,"상도로61길","CS100005","제과점",1,3,0,0,0,0,2
2020,1,"A","골목상권",1000760,"상도로61길","CS100005","제과점",1,3,0,0,0,0,2
2020,2,"A","골목상권",1000760,"상도로61길","CS100005","제과점",1,3,0,0,0,0,2
2020,3,"A","골목상권",1000760,"상도로61길","CS100005","제과점",1,3,0,0,0,0,2
2019,1,"A","골목상권",1000760,"상도로61길","CS100006","패스트푸드점",2,5,0,0,0,0,3
2019,2,"A","골목상권",1000760,"상도로61길","CS100006","패스트푸드점",2,5,0,0,0,0,3
2019,3,"A","골목상권",1000760,"상도로61길","CS100006","패스트푸드점",2,5,0,0,0,0,3
2019,4,"A","골목상권",1000760,"상도로61길","CS100006","패스트푸드점",2,5,0,0,0,0,3
2020,1,"A","골목상권",1000760,"상도로61길","CS100006","패스트푸드점",3,7,29,2,0,0,4
2020,2,"A","골목상권",1000760,"상도로61길","CS100006","패스트푸드점",3,7,0,0,0,0,4
2020,3,"A","골목상권",1000760,"상도로61길","CS100006","패스트푸드점",3,7,0,0,0,0,4
2019,1,"A","골목상권",1000760,"상도로61길","CS100007","치킨전문점",3,9,0,0,0,0,6
2019,2,"A","골목상권",1000760,"상도로61길","CS100007","치킨전문점",3,9,0,0,0,0,6
2019,3,"A","골목상권",1000760,"상도로61길","CS100007","치킨전문점",2,8,0,0,13,1,6
2019,4,"A","골목상권",1000760,"상도로61길","CS100007","치킨전문점",2,8,0,0,0,0,6
2020,1,"A","골목상권",1000760,"상도로61길","CS100007","치킨전문점",2,8,0,0,0,0,6
2020,2,"A","골목상권",1000760,"상도로61길","CS100007","치킨전문점",2,8,0,0,0,0,6
2020,3,"A","골목상권",1000760,"상도로61길","CS100007","치킨전문점",2,8,0,0,0,0,6
2019,1,"A","골목상권",1000760,"상도로61길","CS100008","분식전문점",10,13,8,1,15,2,3
2019,2,"A","골목상권",1000760,"상도로61길","CS100008","분식전문점",9,12,0,0,8,1,3
2019,3,"A","골목상권",1000760,"상도로61길","CS100008","분식전문점",10,13,8,1,0,0,3
2019,4,"A","골목상권",1000760,"상도로61길","CS100008","분식전문점",10,13,0,0,0,0,3
2020,1,"A","골목상권",1000760,"상도로61길","CS100008","분식전문점",8,11,0,0,0,0,3
2020,2,"A","골목상권",1000760,"상도로61길","CS100008","분식전문점",9,12,0,0,0,0,3
2020,3,"A","골목상권",1000760,"상도로61길","CS100008","분식전문점",9,12,0,0,0,0,3
2019,1,"A","골목상권",1000760,"상도로61길","CS100009","호프-간이주점",12,16,0,0,6,1,4
2019,2,"A","골목상권",1000760,"상도로61길","CS100009","호프-간이주점",12,17,6,1,0,0,5
2019,3,"A","골목상권",1000760,"상도로61길","CS100009","호프-간이주점",11,17,6,1,6,1,6
2019,4,"A","골목상권",1000760,"상도로61길","CS100009","호프-간이주점",11,16,0,0,0,0,5
2020,1,"A","골목상권",1000760,"상도로61길","CS100009","호프-간이주점",13,18,0,0,0,0,5
2020,2,"A","골목상권",1000760,"상도로61길","CS100009","호프-간이주점",11,16,0,0,6,1,5
2020,3,"A","골목상권",1000760,"상도로61길","CS100009","호프-간이주점",10,15,0,0,7,1,5
2019,1,"A","골목상권",1000760,"상도로61길","CS100010","커피-음료",6,16,6,1,0,0,10
2019,2,"A","골목상권",1000760,"상도로61길","CS100010","커피-음료",8,17,12,2,6,1,9
2019,3,"A","골목상권",1000760,"상도로61길","CS100010","커피-음료",10,18,11,2,6,1,8
2019,4,"A","골목상권",1000760,"상도로61길","CS100010","커피-음료",9,20,10,2,5,1,11
2020,1,"A","골목상권",1000760,"상도로61길","CS100010","커피-음료",9,21,0,0,5,1,12
2020,2,"A","골목상권",1000760,"상도로61길","CS100010","커피-음료",9,21,0,0,0,0,12
2020,3,"A","골목상권",1000760,"상도로61길","CS100010","커피-음료",9,21,0,0,0,0,12
2019,1,"A","골목상권",1000761,"상도로62길","CS100001","한식음식점",19,22,5,1,0,0,3
2019,2,"A","골목상권",1000761,"상도로62길","CS100001","한식음식점",19,22,5,1,5,1,3
2019,3,"A","골목상권",1000761,"상도로62길","CS100001","한식음식점",19,22,5,1,5,1,3
2019,4,"A","골목상권",1000761,"상도로62길","CS100001","한식음식점",17,21,0,0,5,1,4
2020,1,"A","골목상권",1000761,"상도로62길","CS100001","한식음식점",17,20,0,0,5,1,3
2020,2,"A","골목상권",1000761,"상도로62길","CS100001","한식음식점",16,19,0,0,5,1,3
2020,3,"A","골목상권",1000761,"상도로62길","CS100001","한식음식점",18,21,10,2,0,0,3
2019,1,"A","골목상권",1000761,"상도로62길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,2,"A","골목상권",1000761,"상도로62길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,3,"A","골목상권",1000761,"상도로62길","CS100002","중식음식점",1,1,0,0,0,0,0
2019,4,"A","골목상권",1000761,"상도로62길","CS100002","중식음식점",2,2,50,1,0,0,0
2020,1,"A","골목상권",1000761,"상도로62길","CS100002","중식음식점",2,2,0,0,0,0,0
2020,2,"A","골목상권",1000761,"상도로62길","CS100002","중식음식점",2,2,50,1,50,1,0
2020,3,"A","골목상권",1000761,"상도로62길","CS100002","중식음식점",2,2,0,0,0,0,0
2019,1,"A","골목상권",1000761,"상도로62길","CS100003","일식음식점",2,2,0,0,0,0,0
2019,2,"A","골목상권",1000761,"상도로62길","CS100003","일식음식점",2,2,100,2,100,2,0
2019,3,"A","골목상권",1000761,"상도로62길","CS100003","일식음식점",1,1,0,0,100,1,0
2019,4,"A","골목상권",1000761,"상도로62길","CS100003","일식음식점",1,1,0,0,0,0,0
2020,1,"A","골목상권",1000761,"상도로62길","CS100003","일식음식점",1,1,0,0,0,0,0
2020,2,"A","골목상권",1000761,"상도로62길","CS100003","일식음식점",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000761,"상도로62길","CS100003","일식음식점",2,2,50,1,0,0,0
2019,1,"A","골목상권",1000761,"상도로62길","CS100004","양식음식점",1,1,100,1,0,0,0
2019,2,"A","골목상권",1000761,"상도로62길","CS100004","양식음식점",1,1,0,0,0,0,0
2019,3,"A","골목상권",1000761,"상도로62길","CS100004","양식음식점",1,1,0,0,0,0,0
2019,4,"A","골목상권",1000761,"상도로62길","CS100004","양식음식점",1,1,0,0,0,0,0
2020,1,"A","골목상권",1000761,"상도로62길","CS100004","양식음식점",1,1,0,0,0,0,0
2020,2,"A","골목상권",1000761,"상도로62길","CS100004","양식음식점",1,1,0,0,0,0,0
2020,3,"A","골목상권",1000761,"상도로62길","CS100004","양식음식점",1,1,0,0,0,0,0
2019,1,"A","골목상권",1000761,"상도로62길","CS100005","제과점",1,2,0,0,0,0,1
2019,2,"A","골목상권",1000761,"상도로62길","CS100005","제과점",1,2,0,0,0,0,1
2019,3,"A","골목상권",1000761,"상도로62길","CS100005","제과점",1,2,0,0,0,0,1
2019,4,"A","골목상권",1000761,"상도로62길","CS100005","제과점",1,2,0,0,0,0,1
2020,1,"A","골목상권",1000761,"상도로62길","CS100005","제과점",1,2,0,0,0,0,1
2020,2,"A","골목상권",1000761,"상도로62길","CS100005","제과점",1,2,0,0,0,0,1
2020,3,"A","골목상권",1000761,"상도로62길","CS100005","제과점",1,2,0,0,0,0,1
2019,1,"A","골목상권",1000761,"상도로62길","CS100006","패스트푸드점",1,3,0,0,0,0,2
2019,2,"A","골목상권",1000761,"상도로62길","CS100006","패스트푸드점",1,3,0,0,0,0,2
2019,3,"A","골목상권",1000761,"상도로62길","CS100006","패스트푸드점",1,3,0,0,0,0,2
2019,4,"A","골목상권",1000761,"상도로62길","CS100006","패스트푸드점",1,3,0,0,0,0,2
2020,1,"A","골목상권",1000761,"상도로62길","CS100006","패스트푸드점",1,3,0,0,0,0,2
2020,2,"A","골목상권",1000761,"상도로62길","CS100006","패스트푸드점",1,2,0,0,50,1,1
2020,3,"A","골목상권",1000761,"상도로62길","CS100006","패스트푸드점",0,2,50,1,50,1,2
2019,1,"A","골목상권",1000761,"상도로62길","CS100007","치킨전문점",2,4,0,0,0,0,2
2019,2,"A","골목상권",1000761,"상도로62길","CS100007","치킨전문점",2,4,0,0,0,0,2
2019,3,"A","골목상권",1000761,"상도로62길","CS100007","치킨전문점",3,5,20,1,0,0,2
2019,4,"A","골목상권",1000761,"상도로62길","CS100007","치킨전문점",3,5,0,0,0,0,2
2020,1,"A","골목상권",1000761,"상도로62길","CS100007","치킨전문점",3,5,0,0,0,0,2
2020,2,"A","골목상권",1000761,"상도로62길","CS100007","치킨전문점",3,5,0,0,0,0,2
2020,3,"A","골목상권",1000761,"상도로62길","CS100007","치킨전문점",3,5,0,0,0,0,2
2019,1,"A","골목상권",1000761,"상도로62길","CS100008","분식전문점",4,5,0,0,0,0,1
2019,2,"A","골목상권",1000761,"상도로62길","CS100008","분식전문점",4,5,0,0,0,0,1
2019,3,"A","골목상권",1000761,"상도로62길","CS100008","분식전문점",4,5,0,0,0,0,1
2019,4,"A","골목상권",1000761,"상도로62길","CS100008","분식전문점",4,5,0,0,0,0,1
2020,1,"A","골목상권",1000761,"상도로62길","CS100008","분식전문점",5,6,17,1,0,0,1
2020,2,"A","골목상권",1000761,"상도로62길","CS100008","분식전문점",4,5,0,0,20,1,1
2020,3,"A","골목상권",1000761,"상도로62길","CS100008","분식전문점",4,5,0,0,0,0,1
2019,1,"A","골목상권",1000761,"상도로62길","CS100009","호프-간이주점",7,8,0,0,13,1,1
2019,2,"A","골목상권",1000761,"상도로62길","CS100009","호프-간이주점",7,8,0,0,0,0,1
2019,3,"A","골목상권",1000761,"상도로62길","CS100009","호프-간이주점",7,8,0,0,0,0,1
2019,4,"A","골목상권",1000761,"상도로62길","CS100009","호프-간이주점",6,7,0,0,14,1,1
2020,1,"A","골목상권",1000761,"상도로62길","CS100009","호프-간이주점",5,6,0,0,17,1,1
2020,2,"A","골목상권",1000761,"상도로62길","CS100009","호프-간이주점",5,6,0,0,0,0,1
2020,3,"A","골목상권",1000761,"상도로62길","CS100009","호프-간이주점",5,6,0,0,0,0,1
2019,1,"A","골목상권",1000761,"상도로62길","CS100010","커피-음료",7,7,0,0,14,1,0
2019,2,"A","골목상권",1000761,"상도로62길","CS100010","커피-음료",7,7,0,0,0,0,0
2019,3,"A","골목상권",1000761,"상도로62길","CS100010","커피-음료",7,7,0,0,0,0,0
2019,4,"A","골목상권",1000761,"상도로62길","CS100010","커피-음료",7,7,0,0,0,0,0
2020,1,"A","골목상권",1000761,"상도로62길","CS100010","커피-음료",6,7,0,0,0,0,1
2020,2,"A","골목상권",1000761,"상도로62길","CS100010","커피-음료",6,7,0,0,0,0,1
2020,3,"A","골목상권",1000761,"상도로62길","CS100010","커피-음료",6,8,13,1,0,0,2
2019,1,"R","전통시장",1001444,"상도전통시장","CS100001","한식음식점",26,27,0,0,0,0,1
2019,2,"R","전통시장",1001444,"상도전통시장","CS100001","한식음식점",28,29,7,2,0,0,1
2019,3,"R","전통시장",1001444,"상도전통시장","CS100001","한식음식점",28,29,3,1,0,0,1
2019,4,"R","전통시장",1001444,"상도전통시장","CS100001","한식음식점",28,31,3,1,0,0,3
2020,1,"R","전통시장",1001444,"상도전통시장","CS100001","한식음식점",27,30,0,0,3,1,3
2020,2,"R","전통시장",1001444,"상도전통시장","CS100001","한식음식점",24,28,7,2,14,4,4
2020,3,"R","전통시장",1001444,"상도전통시장","CS100001","한식음식점",22,26,0,0,8,2,4
2019,1,"R","전통시장",1001444,"상도전통시장","CS100002","중식음식점",1,1,0,0,0,0,0
2019,2,"R","전통시장",1001444,"상도전통시장","CS100002","중식음식점",1,1,0,0,0,0,0
2019,3,"R","전통시장",1001444,"상도전통시장","CS100002","중식음식점",1,1,0,0,0,0,0
2019,4,"R","전통시장",1001444,"상도전통시장","CS100002","중식음식점",1,1,0,0,0,0,0
2020,1,"R","전통시장",1001444,"상도전통시장","CS100002","중식음식점",1,1,0,0,0,0,0
2020,2,"R","전통시장",1001444,"상도전통시장","CS100002","중식음식점",2,2,50,1,0,0,0
2020,3,"R","전통시장",1001444,"상도전통시장","CS100002","중식음식점",3,3,33,1,0,0,0
2019,1,"R","전통시장",1001444,"상도전통시장","CS100003","일식음식점",3,3,0,0,0,0,0
2019,2,"R","전통시장",1001444,"상도전통시장","CS100003","일식음식점",3,3,0,0,0,0,0
2019,3,"R","전통시장",1001444,"상도전통시장","CS100003","일식음식점",4,4,0,0,0,0,0
2019,4,"R","전통시장",1001444,"상도전통시장","CS100003","일식음식점",2,2,0,0,50,1,0
2020,1,"R","전통시장",1001444,"상도전통시장","CS100003","일식음식점",1,1,0,0,0,0,0
2020,2,"R","전통시장",1001444,"상도전통시장","CS100003","일식음식점",2,2,50,1,0,0,0
2020,3,"R","전통시장",1001444,"상도전통시장","CS100003","일식음식점",2,2,0,0,0,0,0
2019,1,"R","전통시장",1001444,"상도전통시장","CS100004","양식음식점",1,1,0,0,0,0,0
2019,2,"R","전통시장",1001444,"상도전통시장","CS100004","양식음식점",1,1,0,0,0,0,0
2019,3,"R","전통시장",1001444,"상도전통시장","CS100004","양식음식점",1,1,0,0,0,0,0
2019,4,"R","전통시장",1001444,"상도전통시장","CS100004","양식음식점",1,1,0,0,0,0,0
2020,1,"R","전통시장",1001444,"상도전통시장","CS100004","양식음식점",1,1,0,0,0,0,0
2020,2,"R","전통시장",1001444,"상도전통시장","CS100004","양식음식점",1,1,0,0,0,0,0
2020,3,"R","전통시장",1001444,"상도전통시장","CS100004","양식음식점",1,1,0,0,0,0,0
2019,1,"R","전통시장",1001444,"상도전통시장","CS100005","제과점",1,2,0,0,0,0,1
2019,2,"R","전통시장",1001444,"상도전통시장","CS100005","제과점",1,2,0,0,0,0,1
2019,3,"R","전통시장",1001444,"상도전통시장","CS100005","제과점",1,2,0,0,0,0,1
2019,4,"R","전통시장",1001444,"상도전통시장","CS100005","제과점",1,2,0,0,0,0,1
2020,1,"R","전통시장",1001444,"상도전통시장","CS100005","제과점",1,2,0,0,0,0,1
2020,2,"R","전통시장",1001444,"상도전통시장","CS100005","제과점",2,3,33,1,0,0,1
2020,3,"R","전통시장",1001444,"상도전통시장","CS100005","제과점",3,4,25,1,0,0,1
2019,1,"R","전통시장",1001444,"상도전통시장","CS100006","패스트푸드점",1,2,0,0,0,0,1
2019,2,"R","전통시장",1001444,"상도전통시장","CS100006","패스트푸드점",0,1,0,0,100,1,1
2019,3,"R","전통시장",1001444,"상도전통시장","CS100006","패스트푸드점",0,1,0,0,0,0,1
2019,4,"R","전통시장",1001444,"상도전통시장","CS100006","패스트푸드점",0,1,0,0,0,0,1
2020,1,"R","전통시장",1001444,"상도전통시장","CS100006","패스트푸드점",0,1,0,0,0,0,1
2020,2,"R","전통시장",1001444,"상도전통시장","CS100006","패스트푸드점",0,1,0,0,0,0,1
2020,3,"R","전통시장",1001444,"상도전통시장","CS100006","패스트푸드점",0,1,0,0,0,0,1
2019,1,"R","전통시장",1001444,"상도전통시장","CS100007","치킨전문점",3,5,0,0,0,0,2
2019,2,"R","전통시장",1001444,"상도전통시장","CS100007","치킨전문점",3,5,0,0,0,0,2
2019,3,"R","전통시장",1001444,"상도전통시장","CS100007","치킨전문점",2,5,20,1,20,1,3
2019,4,"R","전통시장",1001444,"상도전통시장","CS100007","치킨전문점",2,4,0,0,25,1,2
2020,1,"R","전통시장",1001444,"상도전통시장","CS100007","치킨전문점",0,3,33,1,33,1,3
2020,2,"R","전통시장",1001444,"상도전통시장","CS100007","치킨전문점",0,4,25,1,0,0,4
2020,3,"R","전통시장",1001444,"상도전통시장","CS100007","치킨전문점",0,4,0,0,0,0,4
2019,1,"R","전통시장",1001444,"상도전통시장","CS100008","분식전문점",8,10,0,0,0,0,2
2019,2,"R","전통시장",1001444,"상도전통시장","CS100008","분식전문점",8,10,0,0,0,0,2
2019,3,"R","전통시장",1001444,"상도전통시장","CS100008","분식전문점",8,10,0,0,0,0,2
2019,4,"R","전통시장",1001444,"상도전통시장","CS100008","분식전문점",7,9,0,0,11,1,2
